incident_id,incident_datetime,borough,dispatch_area,zipcode,travel_seconds,response_seconds,start_lat,start_lon,dest_lat,dest_lon,depot_id,depot_name,depot_layer,start_source,start_mode,crow_flies_km,prefer_borough,initial_call_type,final_call_type,alarm_box_borough,alarm_box_number,alarm_box_location,dispatch_wait_seconds,valid_incident_rspns_time_indc,engines_assigned_quantity,ladders_assigned_quantity,other_units_assigned_quantity,highest_alarm_level,borough_norm,dispatch_borough,modzcta
260630-B0730-001-1013,2026-06-30T22:50:20.000,BROOKLYN,730,11221,180.0,196.0,40.6942806,-73.92673532,40.69252111192363,-73.92555278351443,361,CSL BUSHWICK AVE & STANHOPE ST,csl,nearest_synthetic_csl_in_brooklyn,hybrid_csl,0.21958417472707029,BROOKLYN,Medical - No PT Contact EMS is Onscene,Medical Emergencies,BROOKLYN,730,EVERGREEN AVE & HART ST,15,Y,1.0,0.0,0.0,First Alarm,BROOKLYN,,11221
260630-Q4269-002-0821,2026-06-30T22:50:08.000,QUEENS,4269,11357,589.0,602.0,40.78898,-73.815949,40.78718249295348,-73.81144659695411,167,Engine 295/Ladder 144,fdny_firehouse,nearest_firehouse_in_queens,hybrid_static,0.42852179768292503,QUEENS,Medical - Breathing / Ill or Sick,Medical Emergencies,QUEENS,4269,132 ST & 20 AVE,12,Y,1.0,0.0,0.0,First Alarm,QUEENS,,11357
260630-X3617-002-1043,2026-06-30T22:48:27.000,BRONX,3617,10467,305.0,347.0,40.87836638,-73.85892378,40.88278350178068,-73.8630654141429,237,CSL BRONXWOOD AVE & E 214 ST,csl,nearest_synthetic_csl_in_bronx,hybrid_csl,0.6020622966736452,BRONX,Assist Civilian - Non-Medical,NonMedical Emergencies,BRONX,3617,WHITE PLAINS RD & E GUN HILL RD,42,Y,1.0,0.0,0.0,First Alarm,BRONX,,10467
260630-M1552-001-1468,2026-06-30T22:48:14.000,MANHATTAN,1552,10030,184.0,210.0,40.81847106,-73.94139122,40.81820392339041,-73.94268353273702,525,CSL POWELL BLVD & W 140 ST,csl,nearest_synthetic_csl_in_manhattan,hybrid_csl,0.11273289564788122,MANHATTAN,Demolition Debris or Rubbish Fire,NonStructural Fires,MANHATTAN,1552,W 134 ST & LENOX AVE/MALCOLM X BLVD,26,Y,1.0,0.0,0.0,First Alarm,MANHATTAN,,10030
260630-X2937-001-1042,2026-06-30T22:48:02.000,BRONX,2937,10457,174.0,207.0,40.846372,-73.899241,40.84697506197675,-73.89769511018748,58,Bronx Borough Command,fdny_firehouse,nearest_firehouse_in_bronx,hybrid_static,0.14630472789786766,BRONX,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,BRONX,2937,MONROE AVE & E 175 ST,33,Y,1.0,1.0,0.0,First Alarm,BRONX,,10457
260630-X2953-001-1041,2026-06-30T22:47:55.000,BRONX,2953,10457,364.0,368.0,40.846372,-73.899241,40.84697506197675,-73.89769511018748,58,Bronx Borough Command,fdny_firehouse,nearest_firehouse_in_bronx,hybrid_static,0.14630472789786766,BRONX,Medical - Breathing / Ill or Sick,Medical Emergencies,BRONX,2953,BELMONT AVE & E 176 ST,4,Y,1.0,0.0,0.0,First Alarm,BRONX,,10457
260630-B2261-001-1006,2026-06-30T22:46:50.000,BROOKLYN,2261,11236,224.0,248.0,40.646611,-73.903569,40.639994739197846,-73.90023555275353,140,Battalion 58/Engine 257/Ladder 170,fdny_firehouse,nearest_firehouse_in_brooklyn,hybrid_static,0.7876221774896244,BROOKLYN,Automobile Fire,NonStructural Fires,BROOKLYN,2261,FLATLANDS AVE & E 88 ST,23,Y,1.0,1.0,0.0,First Alarm,BROOKLYN,,11236
260630-X3386-005-1039,2026-06-30T22:46:50.000,BRONX,3386,10463,354.0,397.0,40.87691333,-73.90657623,40.879252726831524,-73.9078829289896,449,CSL BROADWAY & W 230 ST,csl,nearest_synthetic_csl_in_bronx,hybrid_csl,0.2823764862055331,BRONX,Utility Emergency - Water,NonMedical Emergencies,BRONX,3386,W KINGSBRIDGE RD & KINGSBRIDGE TER,43,Y,0.0,1.0,0.0,First Alarm,BRONX,,10463
260630-B3621-001-1003,2026-06-30T22:45:30.000,BROOKLYN,3621,11235,203.0,233.0,40.58719508,-73.95325196,40.58434612826166,-73.94889917083387,421,CSL SHEEPSHEAD BAY RD & E 16 ST,csl,nearest_synthetic_csl_in_brooklyn,hybrid_csl,0.4852465140259243,BROOKLYN,Utility Emergency - Water,NonMedical Emergencies,BROOKLYN,3621,BRIGHTON BEACH AVE & BRIGHTON 13 ST,29,Y,1.0,1.0,1.0,First Alarm,BROOKLYN,,11235
260630-B0593-001-1002,2026-06-30T22:45:21.000,BROOKLYN,593,11201,455.0,462.0,40.69373505,-73.99044693,40.69464231098107,-73.9903123087008,260,CSL COURT ST & MONTAGUE ST,csl,nearest_synthetic_csl_in_brooklyn,hybrid_csl,0.1015192482605608,BROOKLYN,Medical - No PT Contact EMS is Onscene,Medical Emergencies,BROOKLYN,593,DE KALB AVE & ROCKWELL PL,7,Y,1.0,0.0,0.0,First Alarm,BROOKLYN,,11201
260630-Q4246-001-0818,2026-06-30T22:44:12.000,QUEENS,4246,11379,226.0,235.0,40.712579,-73.874942,40.71861021099217,-73.8789952143905,165,Engine 319,fdny_firehouse,nearest_firehouse_in_queens,hybrid_static,0.7526318145165241,QUEENS,Medical - Serious Life Threatening,Medical Emergencies,QUEENS,4246,JUNIPER VALLEY RD & 70 ST,8,Y,1.0,0.0,0.0,First Alarm,QUEENS,,11379
260630-R0030-002-0220,2026-06-30T22:41:36.000,RICHMOND / STATEN ISLAND,30,10301,389.0,397.0,40.62767844,-74.10697483,40.62485147417277,-74.09615973769871,758,CSL LAWRENCE AVE & HARVEST AVE,csl,nearest_synthetic_csl_in_staten_island,hybrid_csl,0.9653419621949547,STATEN ISLAND,Medical - No PT Contact EMS is Onscene,Medical Emergencies,RICHMOND / STATEN ISLAND,30,BAY ST & BOROUGH PL,8,Y,1.0,0.0,0.0,First Alarm,STATEN ISLAND,,10301
260630-M1630-001-1461,2026-06-30T22:40:44.000,MANHATTAN,1630,10031,480.0,511.0,40.82642864,-73.95044994,40.82610477573791,-73.94937719284397,480,CSL BROADWAY & W 145 ST,csl,nearest_synthetic_csl_in_manhattan,hybrid_csl,0.09718045575994208,MANHATTAN,Assist Civilian - Non-Medical,NonMedical Emergencies,MANHATTAN,1630,AMSTERDAM AVE & W 146 ST,31,Y,1.0,0.0,0.0,First Alarm,MANHATTAN,,10031
260630-X2284-002-1038,2026-06-30T22:39:36.000,BRONX,2284,10455,294.0,303.0,40.81323307,-73.90907452,40.814404245332184,-73.90856830942926,377,CSL JACKSON AVE & E 149 ST,csl,nearest_synthetic_csl_in_bronx,hybrid_csl,0.1370195806806267,BRONX,Medical - No PT Contact EMS is Onscene,Medical Emergencies,BRONX,2284,WESTCHESTER AVE & FOREST AVE,8,Y,1.0,0.0,0.0,First Alarm,BRONX,,10455
260630-M0186-001-1459,2026-06-30T22:38:17.000,MANHATTAN,186,10013,217.0,233.0,40.72037709,-74.00325955,40.72056549959967,-74.00486522947534,476,CSL GREENE ST & CANAL ST,csl,nearest_synthetic_csl_in_manhattan,hybrid_csl,0.13693045079170493,MANHATTAN,Alarm System - Testing,NonMedical Emergencies,MANHATTAN,186,HUDSON ST & CANAL ST,15,Y,0.0,1.0,1.0,First Alarm,MANHATTAN,,10013
260630-X3394-002-1036,2026-06-30T22:37:40.000,BRONX,3394,10458,414.0,448.0,40.86836792,-73.88980523,40.86461650805717,-73.88972537988687,255,CSL BRIGGS AVE & E 197 ST,csl,nearest_synthetic_csl_in_bronx,hybrid_csl,0.4171920136565026,BRONX,Elevator Emergency - Occupied,NonMedical Emergencies,BRONX,3394,DECATUR AVE & E 195 ST,33,Y,0.0,1.0,0.0,First Alarm,BRONX,,10458
260630-B3558-001-1000,2026-06-30T22:37:04.000,BROOKLYN,3558,11224,172.0,215.0,40.57776,-73.993011,40.576958945988395,-73.9911152881316,137,Engine 318/Ladder 166,fdny_firehouse,nearest_firehouse_in_brooklyn,hybrid_static,0.1832135741020589,BROOKLYN,Multiple Dwelling 'A' - Other fire,Structural Fires,BROOKLYN,3558,SURF AVE & STILLWELL AVE,43,Y,1.0,1.0,0.0,First Alarm,BROOKLYN,,11224
260630-Q3157-004-0817,2026-06-30T22:36:10.000,QUEENS,3157,11415,291.0,314.0,40.71542481,-73.82130001,40.708455066197594,-73.82736500874037,522,CSL 138 ST & COOLIDGE AVE,csl,nearest_synthetic_csl_in_queens,hybrid_csl,0.9284085449005347,QUEENS,Assist Civilian - Non-Medical,NonMedical Emergencies,QUEENS,3157,KEW GARDENS RD & LEFFERTS BLVD,23,Y,1.0,1.0,1.0,First Alarm,QUEENS,,11415
260630-Q1741-001-0813,2026-06-30T22:33:23.000,QUEENS,1741,11414,415.0,427.0,40.659245,-73.839515,40.65959399780355,-73.84999835643863,191,Engine 331/Ladder 173,fdny_firehouse,nearest_firehouse_in_queens,hybrid_static,0.885143464183772,QUEENS,Medical - No PT Contact EMS is Onscene,Medical Emergencies,QUEENS,1741,151 AVE & 89 ST,12,Y,1.0,0.0,0.0,First Alarm,QUEENS,,11414
260630-B1549-001-0996,2026-06-30T22:31:28.000,BROOKLYN,1549,11226,519.0,525.0,40.64677092,-73.95204923,40.645907372619014,-73.95669229791639,321,CSL TILDEN AVE & ROGERS AVE,csl,nearest_synthetic_csl_in_brooklyn,hybrid_csl,0.4033259627852783,BROOKLYN,Medical - No PT Contact EMS is Onscene,Medical Emergencies,BROOKLYN,1549,FLATBUSH AVE & CATON AVE,6,Y,1.0,0.0,0.0,First Alarm,BROOKLYN,,11226
260630-Q5347-001-0812,2026-06-30T22:30:25.000,QUEENS,5347,11412,322.0,332.0,40.693122,-73.755649,40.69744567408972,-73.75886120921066,188,Battalion 54/Engine 317/Ladder 165,fdny_firehouse,nearest_firehouse_in_queens,hybrid_static,0.5517959672079088,QUEENS,Medical - No PT Contact EMS is Onscene,Medical Emergencies,QUEENS,5347,HOLLIS AVE & 205 PL,9,Y,1.0,0.0,0.0,First Alarm,QUEENS,,11412
260630-B3844-001-0992,2026-06-30T22:28:10.000,BROOKLYN,3844,11231,176.0,211.0,40.680386,-74.006438,40.67615722541801,-74.00604476588369,87,Battalion 32/Engine 202/Ladder 101,fdny_firehouse,nearest_firehouse_in_brooklyn,hybrid_static,0.47138610882840243,BROOKLYN,Brush Fire,NonStructural Fires,BROOKLYN,3844,SMITH ST & LUQUER ST,34,Y,2.0,0.0,0.0,First Alarm,BROOKLYN,,11231
260630-M0445-001-1451,2026-06-30T22:21:25.000,MANHATTAN,445,10009,554.0,583.0,40.7277487,-73.97617988,40.726802221346986,-73.9787312857601,371,CSL E 13 ST & AVE C/LOISAIDA AVE,csl,nearest_synthetic_csl_in_manhattan,hybrid_csl,0.23937419756699468,MANHATTAN,Assist Civilian - Non-Medical,NonMedical Emergencies,MANHATTAN,445,1 AVE & ST MARKS PL,28,Y,0.0,1.0,0.0,First Alarm,MANHATTAN,,10009
260630-B1187-002-0988,2026-06-30T22:18:55.000,BROOKLYN,1187,11209,504.0,529.0,40.617389,-74.02952,40.62085954469528,-74.03158989424534,130,Engine 242,fdny_firehouse,nearest_firehouse_in_brooklyn,hybrid_static,0.42361077736379854,BROOKLYN,Utility Emergency - Gas,NonMedical Emergencies,BROOKLYN,1187,SHORE RD & OLIVER ST,24,Y,2.0,1.0,1.0,First Alarm,BROOKLYN,,11209
260630-Q7136-001-0808,2026-06-30T22:17:37.000,QUEENS,7136,11101,375.0,409.0,40.74649713,-73.93226763,40.745855964057014,-73.94066377679383,488,CSL SKILLMAN AVE & 32 PL,csl,nearest_synthetic_csl_in_queens,hybrid_csl,0.7108941316000547,QUEENS,Utility Emergency - Gas,NonMedical Emergencies,QUEENS,7136,43 AVE & CRESCENT ST,33,Y,1.0,1.0,1.0,First Alarm,QUEENS,,11101
260630-Q7176-001-0807,2026-06-30T22:17:16.000,QUEENS,7176,11101,381.0,421.0,40.74649713,-73.93226763,40.745855964057014,-73.94066377679383,488,CSL SKILLMAN AVE & 32 PL,csl,nearest_synthetic_csl_in_queens,hybrid_csl,0.7108941316000547,QUEENS,Elevator Emergency - Occupied,NonMedical Emergencies,QUEENS,7176,41 AVE & VERNON BLVD,40,Y,0.0,1.0,0.0,First Alarm,QUEENS,,11101
260630-B1897-006-0986,2026-06-30T22:17:07.000,BROOKLYN,1897,11208,288.0,295.0,40.669446,-73.865383,40.667473412219195,-73.8700260616479,120,Battalion 39/Engine 225/Ladder 107,fdny_firehouse,nearest_firehouse_in_brooklyn,hybrid_static,0.4488432384787856,BROOKLYN,Medical - No PT Contact EMS is Onscene,Medical Emergencies,BROOKLYN,1897,NORWOOD AVE & ETNA ST,6,Y,1.0,0.0,0.0,First Alarm,BROOKLYN,,11208
260630-M1210-001-1446,2026-06-30T22:16:56.000,MANHATTAN,1210,10025,362.0,401.0,40.79976083,-73.96620573,40.79971253537102,-73.9658103333289,342,CSL AMSTERDAM AVE & W 105 ST,csl,nearest_synthetic_csl_in_manhattan,hybrid_csl,0.03371270797425293,MANHATTAN,Assist Civilian - Non-Medical,NonMedical Emergencies,MANHATTAN,1210,COLUMBUS AVE & W 92 ST,38,Y,0.0,1.0,0.0,First Alarm,MANHATTAN,,10025
260630-B2830-001-0984,2026-06-30T22:15:17.000,BROOKLYN,2830,11214,154.0,193.0,40.598957,-73.988518,40.59841924364046,-73.99625356427286,136,Engine 253,fdny_firehouse,nearest_firehouse_in_brooklyn,hybrid_static,0.6558358351898291,BROOKLYN,Odor - Other Smoke,NonMedical Emergencies,BROOKLYN,2830,N SVC RD LIEF ERICSON DR & BAY 13 ST,39,Y,3.0,2.0,1.0,First Alarm,BROOKLYN,,11214
260630-B1669-005-0983,2026-06-30T22:14:17.000,BROOKLYN,1669,11212,157.0,200.0,40.66157348,-73.91547732,40.664602207240236,-73.9145581386799,272,CSL LIVONIA AVE & SARATOGA AVE,csl,nearest_synthetic_csl_in_brooklyn,hybrid_csl,0.34558812133748135,BROOKLYN,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,BROOKLYN,1669,DUMONT AVE 500 E OF ROCKAWAY AVE,42,Y,1.0,1.0,0.0,First Alarm,BROOKLYN,,11212
260630-M1184-003-1442,2026-06-30T22:14:14.000,MANHATTAN,1184,10024,196.0,219.0,40.796449,-73.967261,40.798521814731416,-73.9750083860416,31,Battalion 11/Engine 76/Ladder 22,fdny_firehouse,nearest_firehouse_in_manhattan,hybrid_static,0.6916848137864098,MANHATTAN,Demolition Debris or Rubbish Fire,NonStructural Fires,MANHATTAN,1184,AMSTERDAM AVE & W 89 ST,23,Y,1.0,0.0,0.0,First Alarm,MANHATTAN,,10024
260630-X3124-002-1023,2026-06-30T22:13:35.000,BRONX,3124,10457,291.0,298.0,40.846372,-73.899241,40.84697506197675,-73.89769511018748,58,Bronx Borough Command,fdny_firehouse,nearest_firehouse_in_bronx,hybrid_static,0.14630472789786766,BRONX,Medical - No PT Contact EMS is Onscene,Medical Emergencies,BRONX,3124,E BURNSIDE AVE & ANTHONY AVE,6,Y,1.0,0.0,0.0,First Alarm,BRONX,,10457
260630-M1442-001-1441,2026-06-30T22:13:27.000,MANHATTAN,1442,10035,360.0,366.0,40.803297,-73.936522,40.80176638956237,-73.93752780228272,30,Battalion 12/Engine 35/Ladder 14,fdny_firehouse,nearest_firehouse_in_manhattan,hybrid_static,0.1900891758011482,MANHATTAN,Medical - Breathing / Ill or Sick,Medical Emergencies,MANHATTAN,1442,LEXINGTON AVE & E 121 ST,6,Y,1.0,0.0,0.0,First Alarm,MANHATTAN,,10035
260630-B1300-001-0979,2026-06-30T22:12:45.000,BROOKLYN,1300,11231,262.0,317.0,40.680386,-74.006438,40.67615722541801,-74.00604476588369,87,Battalion 32/Engine 202/Ladder 101,fdny_firehouse,nearest_firehouse_in_brooklyn,hybrid_static,0.47138610882840243,BROOKLYN,Assist Civilian - Non-Medical,NonMedical Emergencies,BROOKLYN,1300,1 PL & CLINTON ST,54,Y,3.0,1.0,1.0,First Alarm,BROOKLYN,,11231
260630-M1563-001-1437,2026-06-30T22:08:39.000,MANHATTAN,1563,10037,324.0,351.0,40.813332,-73.94245,40.81302724972143,-73.93780453859051,33,Engine 59/Ladder 30,fdny_firehouse,nearest_firehouse_in_manhattan,hybrid_static,0.3924153284857046,MANHATTAN,Elevator Emergency - Unoccupied,NonMedical Emergencies,MANHATTAN,1563,MADISON AVE & E 135 ST,27,Y,0.0,1.0,0.0,First Alarm,MANHATTAN,,10037
260630-X2502-001-1022,2026-06-30T22:08:30.000,BRONX,2502,10456,298.0,302.0,40.82971,-73.908118,40.82898240818156,-73.90949161407787,51,Battalion 26/Engine 50/Ladder 19,fdny_firehouse,nearest_firehouse_in_bronx,hybrid_static,0.14107553388165955,BRONX,Medical - Breathing / Ill or Sick,Medical Emergencies,BRONX,2502,WASHINGTON AVE & E 164 ST,4,Y,1.0,0.0,0.0,First Alarm,BRONX,,10456
260630-X2887-002-1021,2026-06-30T22:08:20.000,BRONX,2887,10462,248.0,253.0,40.84151272,-73.86176167,40.8431649108642,-73.86016672507611,308,CSL E TREMONT AVE & DOGWOOD DR,csl,nearest_synthetic_csl_in_bronx,hybrid_csl,0.2274909634375671,BRONX,Medical - Breathing / Ill or Sick,Medical Emergencies,BRONX,2887,WESTCHESTER AVE & PUGSLEY AVE,4,Y,1.0,0.0,0.0,First Alarm,BRONX,,10462
260630-M1078-001-1436,2026-06-30T22:08:12.000,MANHATTAN,1078,10075,266.0,289.0,40.771454,-73.958154,40.77308056827759,-73.95578979357234,25,Engine 44,fdny_firehouse,nearest_firehouse_in_manhattan,hybrid_static,0.26897682991565514,MANHATTAN,Assist Civilian - Non-Medical,NonMedical Emergencies,MANHATTAN,1078,1 AVE & E 78 ST,22,Y,1.0,1.0,1.0,First Alarm,MANHATTAN,,10075
260630-M1362-001-1434,2026-06-30T22:06:17.000,MANHATTAN,1362,10029,272.0,316.0,40.793843,-73.940791,40.79181061410928,-73.94389258547608,29,Engine 91,fdny_firehouse,nearest_firehouse_in_manhattan,hybrid_static,0.3453197285352938,MANHATTAN,Odor - Other Than Smoke,NonMedical Emergencies,MANHATTAN,1362,LEXINGTON AVE & E 113 ST,43,Y,1.0,1.0,1.0,First Alarm,MANHATTAN,,10029
260630-B1788-001-0972,2026-06-30T22:05:58.000,BROOKLYN,1788,11208,166.0,201.0,40.669446,-73.865383,40.667473412219195,-73.8700260616479,120,Battalion 39/Engine 225/Ladder 107,fdny_firehouse,nearest_firehouse_in_brooklyn,hybrid_static,0.4488432384787856,BROOKLYN,Vehicle Accident - Other,NonMedical Emergencies,BROOKLYN,1788,GLENMORE AVE & CLEVELAND ST,35,Y,1.0,1.0,0.0,First Alarm,BROOKLYN,,11208
260630-B3390-001-0971,2026-06-30T22:05:49.000,BROOKLYN,3390,11223,330.0,335.0,40.59095287,-73.96651951,40.596569205923075,-73.9725315057552,560,CSL AVENUE X & E 4 ST,csl,nearest_synthetic_csl_in_brooklyn,hybrid_csl,0.8047926846886092,BROOKLYN,Medical - Serious Life Threatening,Medical Emergencies,BROOKLYN,3390,AVENUE Z & W 3 ST,5,Y,1.0,0.0,0.0,First Alarm,BROOKLYN,,11223
260630-B1026-001-0969,2026-06-30T22:04:50.000,BROOKLYN,1026,11203,197.0,218.0,40.64824326,-73.92899371,40.64868812356477,-73.93389672596783,607,CSL TILDEN AVE & E 51 ST,csl,nearest_synthetic_csl_in_brooklyn,hybrid_csl,0.41659450347815685,BROOKLYN,Non-Medical MFA - Phone,NonMedical MFAs,BROOKLYN,1026,ALBANY AVE & E NEW YORK AVE,21,Y,3.0,2.0,1.0,First Alarm,BROOKLYN,,11203
260630-Q9228-001-0802,2026-06-30T22:03:02.000,QUEENS,9228,11368,337.0,345.0,40.75414368,-73.85715508,40.750494909866546,-73.85135725025106,445,CSL 37 AVE & 111 ST,csl,nearest_synthetic_csl_in_queens,hybrid_csl,0.6349209541541971,QUEENS,Medical - No PT Contact EMS is Onscene,Medical Emergencies,QUEENS,9228,44 AVE & JUNCTION BLVD,8,Y,1.0,0.0,0.0,First Alarm,QUEENS,,11368
260630-Q6578-001-0803,2026-06-30T22:02:39.000,QUEENS,6578,11432,423.0,466.0,40.71699938,-73.78961771,40.71495048336277,-73.79223361830964,394,CSL CROYDEN RD & MAYFIELD RD,csl,nearest_synthetic_csl_in_queens,hybrid_csl,0.31703645903177435,QUEENS,Assist Civilian - Non-Medical,NonMedical Emergencies,QUEENS,6578,S/S GCP & 170 ST,42,Y,0.0,1.0,0.0,First Alarm,QUEENS,,11432
260630-X3748-001-1020,2026-06-30T22:02:30.000,BRONX,3748,10463,362.0,367.0,40.87691333,-73.90657623,40.879252726831524,-73.9078829289896,449,CSL BROADWAY & W 230 ST,csl,nearest_synthetic_csl_in_bronx,hybrid_csl,0.2823764862055331,BRONX,Medical - No PT Contact EMS is Onscene,Medical Emergencies,BRONX,3748,JOHNSON AVE & W 235 ST,5,Y,1.0,0.0,0.0,First Alarm,BRONX,,10463
260630-B3662-002-0964,2026-06-30T22:01:58.000,BROOKLYN,3662,11229,413.0,438.0,40.602267,-73.935188,40.601872575760666,-73.94655035831178,144,Engine 321,fdny_firehouse,nearest_firehouse_in_brooklyn,hybrid_static,0.9602635371077282,BROOKLYN,Demolition Debris or Rubbish Fire,NonStructural Fires,BROOKLYN,3662,GOTHAM AVE 250 W OF GERRITSEN AVE /GBVFD,25,Y,1.0,0.0,2.0,First Alarm,BROOKLYN,,11229
260630-M1681-002-1432,2026-06-30T22:00:01.000,MANHATTAN,1681,10032,495.0,504.0,40.83790887,-73.93834307,40.83976482326059,-73.94173123284911,558,CSL AMSTERDAM AVE & W 165 ST,csl,nearest_synthetic_csl_in_manhattan,hybrid_csl,0.3518959920523762,MANHATTAN,Medical - No PT Contact EMS is Onscene,Medical Emergencies,MANHATTAN,1681,AMSTERDAM AVE & W 160 ST,8,Y,1.0,0.0,0.0,First Alarm,MANHATTAN,,10032
260630-M0426-001-1429,2026-06-30T21:58:40.000,MANHATTAN,426,10009,549.0,577.0,40.7277487,-73.97617988,40.726802221346986,-73.9787312857601,371,CSL E 13 ST & AVE C/LOISAIDA AVE,csl,nearest_synthetic_csl_in_manhattan,hybrid_csl,0.23937419756699468,MANHATTAN,Elevator Emergency - Unoccupied,NonMedical Emergencies,MANHATTAN,426,FDR DR & E 4 ST,28,Y,0.0,1.0,0.0,First Alarm,MANHATTAN,,10009
260630-Q9407-001-0800,2026-06-30T21:58:11.000,QUEENS,9407,11355,561.0,615.0,40.74424412,-73.82953367,40.750823237855116,-73.82074210024575,629,CSL 59 AVE & 136 ST,csl,nearest_synthetic_csl_in_queens,hybrid_csl,1.041001603926738,QUEENS,Assist Civilian - Non-Medical,NonMedical Emergencies,QUEENS,9407,COLLEGE PT BLVD & MAPLE AVE,53,Y,0.0,1.0,0.0,First Alarm,QUEENS,,11355
260630-B1065-001-0961,2026-06-30T21:56:45.000,BROOKLYN,1065,11216,145.0,169.0,40.685175,-73.951098,40.68141528070829,-73.9467295192618,101,Battalion 57/Engine 235,fdny_firehouse,nearest_firehouse_in_brooklyn,hybrid_static,0.5571924447580264,BROOKLYN,Odor - Other Than Smoke,NonMedical Emergencies,BROOKLYN,1065,BEDFORD AVE & ST JOHNS PL,24,Y,1.0,1.0,1.0,First Alarm,BROOKLYN,,11216
260630-Q8510-001-0798,2026-06-30T21:55:11.000,QUEENS,8510,11421,330.0,339.0,40.69004699,-73.8616573,40.69298474055938,-73.85721954025291,692,CSL 88 AVE & 80 ST,csl,nearest_synthetic_csl_in_queens,hybrid_csl,0.4966888360878469,QUEENS,Medical - Breathing / Ill or Sick,Medical Emergencies,QUEENS,8510,ROCKAWAY BLVD & 76 ST,9,Y,1.0,0.0,0.0,First Alarm,QUEENS,,11421
260630-Q5015-001-0797,2026-06-30T21:55:08.000,QUEENS,5015,11433,285.0,291.0,40.69617957,-73.79216302,40.697581051726765,-73.78664900498536,500,CSL 108 AVE & UNION HALL ST,csl,nearest_synthetic_csl_in_queens,hybrid_csl,0.4902830329783176,QUEENS,Medical - Breathing / Ill or Sick,Medical Emergencies,QUEENS,5015,111 AVE & BREWER BLVD,5,Y,1.0,0.0,0.0,First Alarm,QUEENS,,11433
260630-B0853-003-0958,2026-06-30T21:54:21.000,BROOKLYN,853,11221,372.0,393.0,40.6942806,-73.92673532,40.69252111192363,-73.92555278351443,361,CSL BUSHWICK AVE & STANHOPE ST,csl,nearest_synthetic_csl_in_brooklyn,hybrid_csl,0.21958417472707029,BROOKLYN,Demolition Debris or Rubbish Fire,NonStructural Fires,BROOKLYN,853,HOWARD AVE & PUTNAM AVE,21,Y,1.0,0.0,0.0,First Alarm,BROOKLYN,,11221
260630-X3316-004-1015,2026-06-30T21:52:18.000,BRONX,3316,10468,283.0,292.0,40.86965857,-73.89891854,40.86939121220024,-73.89879549225043,347,CSL RESERVOIR AVE & W 195 ST,csl,nearest_synthetic_csl_in_bronx,hybrid_csl,0.03147784655805449,BRONX,Vehicle Accident - Other,NonMedical Emergencies,BRONX,3316,SEDGWICK AVE & W FORDHAM RD,9,Y,1.0,0.0,0.0,First Alarm,BRONX,,10468
260630-M1125-002-1423,2026-06-30T21:52:05.000,MANHATTAN,1125,10024,319.0,339.0,40.796449,-73.967261,40.798521814731416,-73.9750083860416,31,Battalion 11/Engine 76/Ladder 22,fdny_firehouse,nearest_firehouse_in_manhattan,hybrid_static,0.6916848137864098,MANHATTAN,Demolition Debris or Rubbish Fire,NonStructural Fires,MANHATTAN,1125,CENTRAL PARK W & W 81 ST,19,Y,1.0,0.0,0.0,First Alarm,MANHATTAN,,10024
260630-B3210-002-0956,2026-06-30T21:52:05.000,BROOKLYN,3210,11234,183.0,216.0,40.58689038,-73.94318574,40.58390802101884,-73.92225171655224,419,CSL VOORHIES AVE & E 26 ST,csl,nearest_synthetic_csl_in_brooklyn,hybrid_csl,1.7986212861984345,BROOKLYN,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,BROOKLYN,3210,AVENUE R & E 31 ST,33,Y,0.0,1.0,0.0,First Alarm,BROOKLYN,,11234
260630-Q7471-002-0795,2026-06-30T21:51:12.000,QUEENS,7471,11103,422.0,442.0,40.76239021,-73.91179863,40.762337084734654,-73.91216388420813,682,CSL 30 AVE & 44 ST,csl,nearest_synthetic_csl_in_queens,hybrid_csl,0.03132438508776208,QUEENS,Assist Civilian - Non-Medical,NonMedical Emergencies,QUEENS,7471,31 AVE & 38 ST,19,Y,1.0,0.0,0.0,First Alarm,QUEENS,,11103
260630-M0452-003-1422,2026-06-30T21:50:18.000,MANHATTAN,452,10009,230.0,252.0,40.7277487,-73.97617988,40.726802221346986,-73.9787312857601,371,CSL E 13 ST & AVE C/LOISAIDA AVE,csl,nearest_synthetic_csl_in_manhattan,hybrid_csl,0.23937419756699468,MANHATTAN,Utility Emergency - Gas,NonMedical Emergencies,MANHATTAN,452,AVENUE B & E 10 ST,22,Y,1.0,1.0,1.0,First Alarm,MANHATTAN,,10009
260630-Q9341-001-0791,2026-06-30T21:49:04.000,QUEENS,9341,11434,199.0,213.0,40.67068828,-73.79917995,40.658344376091534,-73.79440505498604,719,CSL 131 AVE & 140 ST,csl,nearest_synthetic_csl_in_queens,hybrid_csl,1.4304457368051888,QUEENS,Medical - No PT Contact EMS is Onscene,Medical Emergencies,QUEENS,9341,ROCKAWAY BLVD & 175 ST,13,Y,1.0,0.0,0.0,First Alarm,QUEENS,,11434
