cell_id,n_incidents,weight,lat,lon,share,cell_km,cell_dlat,cell_dlon,nearest_post_id,response_s,within_threshold,response_from_graph
125,64,64.0,40.7395517751568,-73.79219404791488,0.002686366689053056,0.75,0.00678278799717836,0.008891897936964871,13,242.5,1,1
126,63,63.0,40.71546306638524,-73.76508717400552,0.002644392209536602,0.75,0.00678278799717836,0.008891897936964871,5,553.9,0,1
127,63,63.0,40.59435295596952,-73.79305909509151,0.002644392209536602,0.75,0.00678278799717836,0.008891897936964871,11,389.4,1,1
128,63,63.0,40.63303825430689,-74.11783598496497,0.002644392209536602,0.75,0.00678278799717836,0.008891897936964871,15,651.1,0,1
129,62,62.0,40.762337084734654,-73.91216388420813,0.0026024177300201477,0.75,0.00678278799717836,0.008891897936964871,1,368.6,1,1
130,62,62.0,40.57719193313912,-73.84781123921974,0.0026024177300201477,0.75,0.00678278799717836,0.008891897936964871,11,865.0,0,1
131,62,62.0,40.76932665221515,-73.95860095500032,0.0026024177300201477,0.75,0.00678278799717836,0.008891897936964871,23,316.6,1,1
132,61,61.0,40.78718249295348,-73.81144659695411,0.0025604432505036937,0.75,0.00678278799717836,0.008891897936964871,13,477.5,1,1
133,59,59.0,40.71354369879897,-74.00710693558435,0.002476494291470786,0.75,0.00678278799717836,0.008891897936964871,20,289.2,1,1
134,58,58.0,40.685168183860064,-73.84723972246317,0.002434519811954332,0.75,0.00678278799717836,0.008891897936964871,22,383.7,1,1
135,58,58.0,40.58898123172857,-73.81135057386167,0.002434519811954332,0.75,0.00678278799717836,0.008891897936964871,11,552.8,0,1
136,57,57.0,40.67626883232255,-73.79719129926784,0.002392545332437878,0.75,0.00678278799717836,0.008891897936964871,5,292.6,1,1
137,56,56.0,40.7790252325084,-73.90605925547136,0.0023505708529214238,0.75,0.00678278799717836,0.008891897936964871,1,443.4,1,1
138,55,55.0,40.72484522851176,-73.9062709117008,0.0023085963734049697,0.75,0.00678278799717836,0.008891897936964871,1,430.4,1,1
139,55,55.0,40.629255020867944,-74.13747799872817,0.0023085963734049697,0.75,0.00678278799717836,0.008891897936964871,15,519.7,0,1
140,54,54.0,40.66003955050017,-73.73509073818687,0.0022666218938885156,0.75,0.00678278799717836,0.008891897936964871,5,698.9,0,1
141,54,54.0,40.72372186826208,-73.8622223191579,0.0022666218938885156,0.75,0.00678278799717836,0.008891897936964871,1,451.6,1,1
142,53,53.0,40.65959399780355,-73.84999835643863,0.0022246474143720616,0.75,0.00678278799717836,0.008891897936964871,22,341.7,1,1
143,52,52.0,40.69298474055938,-73.85721954025291,0.002182672934855608,0.75,0.00678278799717836,0.008891897936964871,5,426.1,1,1
144,52,52.0,40.72961192028005,-73.826025414317,0.002182672934855608,0.75,0.00678278799717836,0.008891897936964871,13,212.5,1,1
145,50,50.0,40.77308056827759,-73.95578979357234,0.0020987239758227,0.75,0.00678278799717836,0.008891897936964871,23,270.0,1,1
